player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_epa,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_snap,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_positive_epa_percent,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_epa,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_snap,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_positive_epa_percent,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_epa,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_snap,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_positive_epa_percent,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_epa,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_snap,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_positive_epa_percent,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Kingsley Ifedi,60367,QB,E CAROLINA,4,-37.5,0,11,156,44.4,9,9,15.0,2.49,0,0,0.0,33.3,3,4,25.0,11,100.0,1,-1.32,0,,,,,67.6,27.6,72.7,,26.2,,,61.2,,,,0,2,11,18.2,50.0,2.8,18.2,2,0,0,0,0,2,18.2,21,2.3,50.0,8,8,15.5,2.5,0,0,0.0,37.5,3,3,25.0,10,90.9,1,-1.05,0,,,,,67.5,40.9,72.5,,36.5,,,61.2,,,,0,1,10,20.0,66.7,6.3,20.0,2,0,0,0,0,1,10.0,21,2.6,0.0,1,1,11.0,2.4,0,0,0.0,0.0,0,1,,1,9.1,0,-4.04,0,,,,,60.3,23.5,63.6,,24.0,,,,,,,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-2.63
Mo Hasan,40296,QB,VANDERBILT,3,40.0,0,10,333,66.7,6,6,5.0,3.17,0,0,0.0,66.7,4,3,0.0,10,100.0,0,-0.06,5,,,,,70.0,70.0,74.9,,53.4,,,74.9,,,,0,0,13,50.0,33.3,84.0,10.0,1,3,0,0,0,0,0.0,38,6.3,60.0,5,5,4.6,3.23,0,0,0.0,60.0,3,3,0.0,9,90.0,0,-0.1,4,,,,,69.9,70.3,74.8,,52.6,,,74.9,,,,0,0,12,44.4,33.3,73.8,11.1,1,3,0,0,0,0,0.0,26,5.2,100.0,1,1,7.0,2.6,0,0,0.0,100.0,1,0,0.0,1,10.0,0,0.37,1,,,,,60.3,60.4,63.6,,60.4,,,,,,,0,0,1,100.0,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,6.8
John Stephen Jones,82078,QB,ARKANSAS,3,13.33,0,10,111,25.0,8,8,9.8,3.23,0,0,0.0,25.0,2,3,0.0,10,100.0,0,-1.52,2,,,,,66.7,29.7,72.4,,28.1,,,60.5,,,,0,1,11,10.0,0.0,0.0,0.0,0,2,0,0,0,2,18.2,18,2.3,20.0,5,5,4.6,3.23,0,0,0.0,20.0,1,3,0.0,7,70.0,0,-1.81,1,,,,,66.2,30.6,71.8,,27.9,,,60.5,,,,0,1,8,14.3,0.0,0.0,0.0,0,2,0,0,0,1,12.5,5,1.0,33.3,3,3,18.3,3.23,0,0,0.0,33.3,1,0,0.0,3,30.0,0,-0.85,1,,,,,62.7,44.6,66.6,,44.9,,,,,,,0,0,3,0.0,,47.9,0.0,0,0,0,0,0,1,33.3,13,4.3,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,3.33
Malik Willis,60341,QB,AUBURN,5,33.33,0,10,115,60.0,5,5,10.2,3.18,0,0,0.0,60.0,3,0,0.0,8,80.0,0,-0.22,1,,,,,72.1,61.5,76.5,,64.5,,,58.4,,,,0,0,9,50.0,,65.4,0.0,0,3,0,0,0,0,0.0,16,3.2,66.7,6,6,7.2,2.73,0,0,0.0,66.7,4,0,0.0,8,80.0,0,-0.42,1,,,,,72.1,59.2,76.5,,65.0,,,56.0,,,,0,0,9,25.0,,70.1,0.0,0,2,0,0,0,0,0.0,17,2.8,100.0,1,1,3.0,2.8,0,0,0.0,100.0,1,0,0.0,2,20.0,0,0.52,0,,,,,61.8,71.3,65.5,,60.4,,,64.0,,,,0,0,2,100.0,,95.8,0.0,0,1,0,0,0,0,0.0,7,7.0,0,100.0,2,2,-2.5,1.0,0,0,0.0,100.0,2,0,0.0,2,20.0,0,-0.25,0,,,,,61.8,62.9,65.5,,62.7,,,,,,,0,0,2,0.0,,83.3,0.0,0,0,0,0,0,0,0.0,8,4.0,4.17
Matthew Downing,82120,QB,GEORGIA,4,25.0,0,10,173,60.0,5,5,6.8,2.82,0,0,0.0,60.0,3,2,0.0,5,50.0,0,-0.26,2,,,,,71.7,57.4,75.2,,58.3,,,56.8,,,,0,0,5,40.0,0.0,75.4,0.0,0,0,0,0,0,0,0.0,28,5.6,75.0,8,8,0.4,1.8,0,0,0.0,75.0,6,1,0.0,8,80.0,0,0.45,3,,,,,71.6,54.7,75.4,,53.8,,,56.8,,,,0,0,8,37.5,0.0,97.9,0.0,0,0,0,0,0,0,0.0,64,8.0,100.0,2,2,6.0,2.95,0,0,0.0,100.0,2,1,0.0,2,20.0,0,0.67,2,,,,,61.8,74.6,65.5,,74.1,,,,,,,0,0,2,100.0,0.0,116.7,0.0,0,0,0,0,0,0,0.0,24,12.0,0,100.0,5,5,-3.8,1.24,0,0,0.0,100.0,5,0,0.0,5,50.0,0,1.25,3,,,,,63.8,65.6,68.1,,65.4,,,,,,,0,0,5,60.0,,116.7,0.0,0,0,0,0,0,0,0.0,60,12.0,4.0
Jeremy Moussa,75887,QB,HAWAII,2,62.5,0,10,180,44.4,9,9,25.0,2.81,0,1,11.1,44.4,4,2,0.0,10,100.0,0,0.21,4,,,,,65.4,64.7,71.4,,64.2,,,,,,,0,0,10,40.0,50.0,111.8,10.0,1,0,0,0,1,1,10.0,77,8.6,37.5,8,8,26.6,2.88,0,1,12.5,37.5,3,2,0.0,9,90.0,0,0.09,3,,,,,65.1,59.4,71.2,,59.0,,,,,,,0,0,9,33.3,50.0,104.7,11.1,1,0,0,0,1,1,11.1,61,7.6,100.0,1,1,12.0,2.2,0,0,0.0,100.0,1,0,0.0,1,10.0,0,1.32,1,,,,,60.3,73.2,63.6,,72.6,,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,8.37
Braxton Burmeister,60513,QB,OREGON,3,71.43,0,10,264,71.4,7,7,4.1,2.1,0,0,0.0,57.1,4,1,20.0,7,70.0,1,0.03,2,,,,,70.4,58.5,77.0,,53.6,,,62.0,,,,0,0,8,42.9,0.0,65.8,0.0,0,0,0,0,0,1,12.5,27,3.9,50.0,6,7,4.7,2.41,0,0,0.0,28.6,2,0,33.3,7,70.0,1,-0.32,2,,,,,70.4,58.2,77.0,,52.5,,,62.0,,,,0,0,7,28.6,,40.8,0.0,0,0,0,1,0,1,14.3,23,3.3,100.0,3,3,-1.0,1.67,0,0,0.0,100.0,3,1,0.0,3,30.0,0,0.32,1,,,,,63.3,54.1,67.4,,54.1,,,,,,,0,0,4,66.7,0.0,94.4,0.0,0,0,0,0,0,0,0.0,20,6.7,0,50.0,2,3,-2.0,2.4,0,0,0.0,33.3,1,0,0.0,3,30.0,0,-0.48,1,,,,,62.7,52.3,66.6,,52.3,,,,,,,0,0,3,33.3,,52.1,0.0,0,0,0,1,0,0,0.0,16,5.3,3.38
Sean Clifford,51708,QB,PENN STATE,4,-8.33,0,10,266,71.4,7,7,25.4,2.91,0,4,50.0,71.4,5,3,0.0,10,100.0,0,1.07,4,,,,,67.6,90.3,74.2,,93.3,,,52.6,,,,0,0,11,50.0,66.7,153.3,20.0,2,1,0,0,2,0,0.0,195,27.9,75.0,4,4,23.0,3.09,0,2,40.0,75.0,3,2,0.0,7,70.0,0,1.05,3,,,,,67.2,72.9,73.9,,83.6,,,52.6,,,,0,0,8,42.9,100.0,156.3,28.6,2,1,0,0,1,0,0.0,153,38.3,66.7,3,3,28.7,2.5,0,2,66.7,66.7,2,1,0.0,3,30.0,0,1.12,1,,,,,62.7,94.4,66.6,,94.1,,,,,,,0,0,3,66.7,0.0,149.3,0.0,0,0,0,0,1,0,0.0,42,14.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-24.25
Keondre Wudtee,40367,QB,OKLA STATE,2,16.67,0,10,262,0.0,3,3,16.0,3.71,0,0,0.0,0.0,0,2,,8,80.0,0,-0.75,1,,,,,29.0,75.5,74.2,,43.7,,,77.9,,,,0,0,8,25.0,100.0,39.6,25.0,2,3,0,0,0,0,0.0,0,0.0,33.3,3,3,3.3,3.43,0,0,0.0,33.3,1,1,0.0,6,60.0,0,0.43,2,,,,,28.0,84.7,74.0,,53.0,,,81.0,,,,0,0,6,50.0,100.0,104.2,16.7,1,2,0,0,1,0,0.0,25,8.3,50.0,2,2,16.5,2.98,0,0,0.0,50.0,1,1,0.0,4,40.0,0,-1.28,0,,,,,63.3,45.4,67.4,,49.6,,,57.3,,,,0,0,4,0.0,100.0,56.3,25.0,1,1,0,0,0,0,0.0,1,0.5,0,100.0,2,2,-2.5,1.4,0,0,0.0,100.0,2,0,0.0,2,20.0,0,1.75,1,,,,,61.8,62.3,65.5,,62.1,,,,,,,0,0,2,50.0,,158.3,0.0,0,0,0,0,1,0,0.0,26,13.0,-7.83
Kendall Hinton,34045,QB,WAKE,2,33.33,0,9,339,0.0,5,5,21.0,3.28,0,0,0.0,0.0,0,1,,6,66.7,0,-0.5,1,,,,45.4,76.4,65.1,81.1,,35.2,58.6,,74.8,,,,0,1,6,16.7,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0.0,16.7,6,6,12.2,2.9,0,0,0.0,16.7,1,1,0.0,7,77.8,0,-0.59,1,,,,49.8,76.4,67.2,81.3,,37.7,60.9,,74.8,,,,0,1,7,14.3,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0.0,50.0,2,2,11.5,1.85,0,0,0.0,50.0,1,0,0.0,2,22.2,0,-0.7,0,,,,66.7,63.2,60.2,71.3,,52.2,63.9,,,,,,0,0,2,0.0,,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0,0,66.7,3,3,-3.0,1.43,0,0,0.0,66.7,2,0,0.0,3,33.3,0,-0.84,0,,,,70.7,64.6,68.7,71.9,,56.0,71.1,,,,,,0,0,3,0.0,,70.1,0.0,0,0,0,0,0,0,0.0,2,0.7,1.0
Tyler Lytle,60364,QB,COLORADO,1,25.0,0,9,143,75.0,4,4,11.5,2.94,0,0,0.0,75.0,3,4,0.0,8,88.9,0,-0.85,2,,,,,24.3,35.8,73.4,,30.7,,,58.5,,,,0,1,10,37.5,75.0,75.0,37.5,3,1,0,0,0,2,20.0,48,12.0,75.0,4,4,11.5,2.94,0,0,0.0,75.0,3,4,0.0,8,88.9,0,-0.85,2,,,,,24.3,35.8,73.4,,30.7,,,58.5,,,,0,1,10,37.5,75.0,75.0,37.5,3,1,0,0,0,2,20.0,48,12.0,100.0,1,1,0.0,1.6,0,0,0.0,100.0,1,0,0.0,1,11.1,0,0.47,0,,,,,60.3,60.6,63.6,,60.4,,,,,,,0,0,1,100.0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,0,100.0,1,1,0.0,1.6,0,0,0.0,100.0,1,0,0.0,1,11.1,0,0.47,0,,,,,60.3,60.6,63.6,,60.4,,,,,,,0,0,1,100.0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,-5.0
Andrew Peasley,83581,QB,UTAH ST,1,-42.86,0,9,329,25.0,4,5,12.3,3.73,0,0,0.0,0.0,0,2,100.0,6,66.7,1,-1.06,0,,,,,24.2,51.2,0.0,,44.6,,,62.4,,,,1,0,8,16.7,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,66.7,6,7,6.0,2.97,0,0,0.0,42.9,3,2,25.0,7,77.8,1,-0.38,2,,,,,24.2,57.4,73.7,,52.4,,,61.5,,,,1,0,8,42.9,0.0,50.3,0.0,0,0,0,0,0,0,0.0,19,2.7,0.0,1,1,2.0,3.2,0,0,0.0,0.0,0,0,,2,22.2,0,-0.35,0,,,,,62.7,47.4,0.0,,57.7,,,62.0,,,,0,0,3,50.0,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0,100.0,3,3,-3.7,1.6,0,0,0.0,100.0,3,0,0.0,3,33.3,0,0.99,2,,,,,62.7,64.1,66.6,,63.9,,,,,,,0,0,3,100.0,,93.1,0.0,0,0,0,0,0,0,0.0,19,6.3,-2.71
Trey Tinsley,39874,QB,WASH STATE,2,-77.78,0,9,341,66.7,6,6,7.3,2.3,0,0,0.0,66.7,4,0,0.0,6,66.7,0,0.24,3,,,,,15.4,27.9,71.3,,61.7,,,60.0,,,,0,0,6,66.7,,88.2,0.0,0,0,0,0,0,0,0.0,44,7.3,77.8,9,9,4.3,1.99,0,0,0.0,77.8,7,0,0.0,9,100.0,0,0.53,5,,,,,18.2,30.0,72.0,,63.1,,,60.0,,,,0,0,9,66.7,,132.9,0.0,0,0,0,0,1,0,0.0,63,7.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,100.0,3,3,-1.7,1.37,0,0,0.0,100.0,3,0,0.0,3,33.3,0,1.12,2,,,,,62.7,63.5,66.6,,63.3,,,,,,,0,0,3,66.7,,132.6,0.0,0,0,0,0,1,0,0.0,19,6.3,-7.0
Kyle Vantrease,55029,QB,BUFFALO,3,55.0,0,9,126,57.1,7,7,11.3,2.19,0,0,0.0,42.9,3,1,25.0,7,77.8,1,-0.78,0,,,,,65.9,55.6,75.4,,53.6,,,58.7,,,,0,0,7,14.3,0.0,50.3,0.0,0,0,0,0,0,0,0.0,13,1.9,40.0,5,5,15.4,2.3,0,0,0.0,20.0,1,1,50.0,5,55.6,1,-1.19,0,,,,,65.5,53.7,75.3,,50.9,,,58.7,,,,0,0,5,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,2,0.4,100.0,4,4,0.5,2.23,0,0,0.0,75.0,3,0,25.0,4,44.4,1,-0.25,1,,,,,63.3,64.8,67.4,,64.6,,,,,,,0,0,4,50.0,,83.3,0.0,0,0,0,0,0,0,0.0,18,4.5,0,100.0,2,2,0.0,2.55,0,0,0.0,50.0,1,0,50.0,2,22.2,1,-0.74,1,,,,,61.8,62.9,65.5,,62.7,,,,,,,0,0,2,50.0,,58.3,0.0,0,0,0,0,0,0,0.0,7,3.5,4.1
Matt McDonald,60350,QB,BOSTON COL,2,-33.33,0,9,121,87.5,8,8,7.6,2.52,0,1,12.5,87.5,7,5,0.0,9,100.0,0,0.54,2,,,,,66.3,76.9,73.5,,81.6,,,56.7,,,,0,0,9,22.2,0.0,158.3,0.0,0,1,0,0,2,0,0.0,118,14.8,100.0,5,5,11.2,2.52,0,1,20.0,100.0,5,3,0.0,6,66.7,0,1.49,2,,,,,65.7,86.8,73.1,,91.4,,,56.7,,,,0,0,6,33.3,0.0,158.3,0.0,0,1,0,0,2,0,0.0,114,22.8,66.7,3,3,1.7,2.53,0,0,0.0,66.7,2,2,0.0,3,33.3,0,-1.36,0,,,,,62.7,49.5,66.6,,49.6,,,,,,,0,0,3,0.0,0.0,70.1,0.0,0,0,0,0,0,0,0.0,4,1.3,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-21.47
Ben Bryant,77655,QB,CINCINNATI,1,28.57,0,9,138,85.7,7,7,11.0,2.33,0,0,0.0,71.4,5,1,16.7,8,88.9,1,-0.25,3,,,,,66.2,80.7,72.4,,82.4,,,59.4,,,,0,1,8,62.5,100.0,56.5,12.5,1,0,0,0,0,0,0.0,58,8.3,85.7,7,7,11.3,2.35,0,0,0.0,71.4,5,1,16.7,8,88.9,1,-0.06,3,,,,,66.2,80.7,72.4,,82.3,,,59.4,,,,0,1,8,62.5,100.0,63.1,12.5,1,0,0,0,0,0,0.0,69,9.9,100.0,1,1,-3.0,1.4,0,0,0.0,100.0,1,0,0.0,1,11.1,0,0.37,0,,,,,60.3,60.6,63.6,,60.4,,,,,,,0,0,1,100.0,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,0,100.0,1,1,-1.0,1.6,0,0,0.0,100.0,1,0,0.0,1,11.1,0,1.86,0,,,,,60.3,60.8,63.6,,60.6,,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0,-3.86
Chase Cord,60347,QB,BOISE ST,3,-75.0,0,9,120,40.0,5,5,18.2,2.38,0,0,0.0,40.0,2,2,0.0,5,55.6,0,-1.32,0,,,,,73.6,74.7,74.7,,38.8,,,80.9,,,,0,1,5,40.0,0.0,8.3,0.0,0,0,0,0,0,1,20.0,11,2.2,75.0,8,8,7.6,1.55,0,0,0.0,75.0,6,1,0.0,8,88.9,0,0.3,2,,,,,73.5,76.7,74.9,,46.1,,,80.9,,,,0,0,8,62.5,0.0,139.1,0.0,0,0,0,0,1,1,12.5,67,8.4,0.0,1,1,15.0,2.2,0,0,0.0,0.0,0,1,,1,11.1,0,-4.37,0,,,,,60.3,56.5,63.6,,56.6,,,,,,,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,4,4,-3.8,0.68,0,0,0.0,100.0,4,0,0.0,4,44.4,0,1.15,2,,,,,63.3,65.0,67.4,,64.8,,,,,,,0,0,4,75.0,,158.3,0.0,0,0,0,0,1,0,0.0,56,14.0,-8.38
John Paddock,77689,QB,BALL ST,1,-83.33,0,8,117,100.0,4,4,4.8,2.47,0,0,0.0,100.0,4,2,0.0,6,75.0,0,-0.12,3,,,,,64.2,64.7,69.1,,64.4,,,,,,,0,0,6,50.0,100.0,105.2,33.3,2,0,0,0,0,0,0.0,37,9.3,83.3,6,6,0.8,2.23,0,0,0.0,83.3,5,2,0.0,8,100.0,0,-0.17,3,,,,,64.9,65.8,69.8,,65.4,,,,,,,0,0,8,50.0,100.0,96.5,25.0,2,0,0,0,0,0,0.0,43,7.2,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,50.0,2,2,-7.0,1.5,0,0,0.0,50.0,1,0,0.0,2,25.0,0,-0.33,0,,,,,61.8,62.8,65.5,,62.6,,,,,,,0,0,2,50.0,,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,-7.17
Westin Elliott,60433,QB,LA TECH,1,-50.0,0,8,208,66.7,6,8,11.0,2.4,1,0,0.0,50.0,4,5,0.0,8,100.0,0,-0.08,1,,,,,66.2,54.8,70.1,,54.2,,,60.0,,,,1,0,8,37.5,0.0,64.1,0.0,0,0,0,0,0,0,0.0,39,4.9,66.7,6,8,11.0,2.4,1,0,0.0,50.0,4,5,0.0,8,100.0,0,-0.08,1,,,,,66.2,54.8,70.1,,54.2,,,60.0,,,,1,0,8,37.5,0.0,64.1,0.0,0,0,0,0,0,0,0.0,39,4.9,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-4.88
Matt Robinson,82130,QB,ILLINOIS,2,-42.86,0,7,187,60.0,5,6,11.2,2.55,0,0,0.0,33.3,2,1,33.3,6,85.7,1,-1.24,1,,,,,71.1,40.2,72.0,,28.9,,,60.9,,,,0,1,6,16.7,0.0,2.8,0.0,0,0,0,1,0,1,16.7,13,2.2,66.7,6,7,9.0,2.43,0,0,0.0,42.9,3,1,25.0,7,100.0,1,-1.24,1,,,,,71.0,41.4,72.2,,29.7,,,60.9,,,,0,1,7,14.3,0.0,10.7,0.0,0,0,0,1,0,1,14.3,11,1.6,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-2.0,1.7,0,0,0.0,100.0,1,0,0.0,1,14.3,0,-1.23,0,,,,,60.3,60.8,63.6,,60.6,,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0,-1.57
Aaron Allen,78494,QB,LA TECH,2,60.0,0,7,208,50.0,6,6,15.8,3.11,0,1,16.7,50.0,3,2,0.0,7,100.0,0,-0.4,2,,,,,65.9,61.4,72.2,,62.8,,,58.2,,,,0,1,7,42.9,50.0,76.4,14.3,1,0,0,0,1,0,0.0,47,7.8,40.0,5,5,17.6,2.82,0,1,20.0,40.0,2,1,0.0,5,71.4,0,-0.27,1,,,,,65.5,56.5,71.8,,57.7,,,58.2,,,,0,1,5,40.0,0.0,67.9,0.0,0,0,0,0,1,0,0.0,39,7.8,100.0,1,1,7.0,3.85,0,0,0.0,100.0,1,1,0.0,2,28.6,0,-0.73,1,,,,,61.8,69.6,65.5,,69.2,,,,,,,0,0,2,50.0,100.0,100.0,50.0,1,0,0,0,0,0,0.0,8,8.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.2
Brennan Armstrong,77696,QB,VIRGINIA,3,-66.67,0,7,335,60.0,5,5,5.8,2.07,0,0,0.0,40.0,2,0,33.3,6,85.7,1,1.02,2,,,,,24.2,63.1,73.3,,60.6,54.3,,63.1,,,,0,0,6,50.0,,126.7,0.0,0,1,0,0,1,0,0.0,62,12.4,66.7,3,3,4.0,1.78,0,0,0.0,66.7,2,0,0.0,5,71.4,0,1.89,2,,,,,23.7,66.4,73.0,,63.3,,,63.1,,,,0,0,5,80.0,,149.3,0.0,0,1,0,0,1,0,0.0,62,20.7,50.0,2,2,8.5,1.75,0,0,0.0,0.0,0,0,100.0,2,28.6,1,-1.09,0,,,,,61.8,51.8,66.6,,54.8,54.3,,,,,,0,0,2,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,0.0,0,0,,,0,0,,1,14.3,0,1.16,0,,,,,60.3,59.7,63.6,,60.0,,,,,,,0,0,1,100.0,,0.0,0.0,0,0,0,0,0,0,0.0,0,,-20.67
Quincy Patterson II,77626,QB,VA TECH,2,-25.0,0,7,337,0.0,2,3,15.5,3.3,1,0,0.0,0.0,0,2,,5,71.4,0,-0.66,0,,,,,71.1,58.6,73.3,,39.4,,,65.8,,,,0,0,5,20.0,0.0,39.6,0.0,0,2,0,0,0,0,0.0,0,0.0,66.7,3,4,6.0,2.7,1,0,0.0,25.0,1,2,50.0,6,85.7,1,-0.61,0,,,,,71.1,65.3,73.4,,53.9,,,65.8,,,,0,0,6,33.3,0.0,39.6,0.0,0,2,0,0,0,0,0.0,9,2.3,0.0,1,1,6.0,2.7,0,0,0.0,0.0,0,0,,1,14.3,0,-0.58,0,,,,,60.3,45.3,63.6,,45.8,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,2,2,-3.5,1.2,0,0,0.0,50.0,1,0,50.0,2,28.6,1,-0.47,0,,,,,61.8,62.9,65.5,,62.7,,,,,,,0,0,2,50.0,,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5,-2.25
